county,state,year,office,dem_votes,rep_votes,total_votes,cvap,treat,treat_year,dem_share,rep_share,turnout,log_cvap,county_id,state_year,county_idx,state_year_idx,year_2020,year_2022,year_2024,state_CA,state_UT,state_WA
Lassen,CA,2024,pres,2478.0,8619.0,11371.0,26653,0,inf,0.22330359556636928,0.7766964044336307,0.4266311484635876,10.190656993614896,CA_Lassen,CA_2024,17,2,0,0,1,1,0,0
Los Angeles,CA,2024,pres,2417109.0,1189862.0,3729089.0,6648717,1,2020.0,0.6701215507416056,0.3298784492583944,0.560873473784491,15.709934461687373,CA_Los Angeles,CA_2024,18,2,0,0,1,1,0,0
Madera,CA,2024,pres,20981.0,32344.0,54632.0,96772,1,2018.0,0.393455227379278,0.606544772620722,0.564543462985161,11.480112975223678,CA_Madera,CA_2024,19,2,0,0,1,1,0,0
Marin,CA,2024,pres,116152.0,24054.0,144129.0,195617,1,2022.0,0.8284381552857938,0.17156184471420624,0.7367917921244064,12.183913944871659,CA_Marin,CA_2024,20,2,0,0,1,1,0,0
Mariposa,CA,2024,pres,3622.0,5625.0,9509.0,14840,1,2020.0,0.39169460365523956,0.6083053963447604,0.6407681940700809,9.605081516721372,CA_Mariposa,CA_2024,21,2,0,0,1,1,0,0
Mendocino,CA,2024,pres,24049.0,13528.0,39219.0,65449,0,inf,0.6399925486334727,0.3600074513665274,0.5992299347583615,11.089026492382516,CA_Mendocino,CA_2024,22,2,0,0,1,1,0,0
Merced,CA,2024,pres,40190.0,43955.0,86411.0,158061,1,2022.0,0.4776279042129657,0.5223720957870343,0.5466939978868918,11.970736313450328,CA_Merced,CA_2024,23,2,0,0,1,1,0,0
Modoc,CA,2024,pres,1008.0,2884.0,4016.0,7139,0,inf,0.2589928057553957,0.7410071942446043,0.5625437736377644,8.87332798950246,CA_Modoc,CA_2024,24,2,0,0,1,1,0,0
Mono,CA,2024,pres,3522.0,2294.0,6064.0,10282,0,inf,0.6055708390646493,0.39442916093535074,0.589768527523828,9.23815007261545,CA_Mono,CA_2024,25,2,0,0,1,1,0,0
Monterey,CA,2024,pres,93060.0,49226.0,146754.0,244557,0,inf,0.6540348312553589,0.34596516874464106,0.6000809627203474,12.407203689561115,CA_Monterey,CA_2024,26,2,0,0,1,1,0,0
Napa,CA,2024,pres,43212.0,20357.0,65561.0,100583,1,2018.0,0.6797652944045054,0.32023470559549466,0.6518099480031417,11.51873853628452,CA_Napa,CA_2024,27,2,0,0,1,1,0,0
Nevada,CA,2024,pres,33784.0,26177.0,62144.0,83665,1,2018.0,0.5634328980503994,0.4365671019496006,0.7427717683619196,11.334576008928673,CA_Nevada,CA_2024,28,2,0,0,1,1,0,0
Orange,CA,2024,pres,691731.0,654815.0,1391307.0,2164334,1,2020.0,0.5137076639045379,0.486292336095462,0.6428337770418059,14.587623250846493,CA_Orange,CA_2024,29,2,0,0,1,1,0,0
Placer,CA,2024,pres,103958.0,123941.0,234871.0,297632,1,2024.0,0.4561582104353244,0.5438417895646755,0.7891322169659176,12.603613103042193,CA_Placer,CA_2024,30,2,0,0,1,1,0,0
Plumas,CA,2024,pres,4020.0,5725.0,10070.0,16154,0,inf,0.4125192406362237,0.5874807593637763,0.6233750154760431,9.689922976002242,CA_Plumas,CA_2024,31,2,0,0,1,1,0,0
Riverside,CA,2024,pres,451782.0,463677.0,940510.0,1613468,1,2022.0,0.4935032590208846,0.5064967409791153,0.5829120875034398,14.293896457615569,CA_Riverside,CA_2024,32,2,0,0,1,1,0,0
Sacramento,CA,2024,pres,381564.0,252140.0,656747.0,1089203,1,2018.0,0.6021170767424538,0.3978829232575461,0.6029610641909726,13.900956794093043,CA_Sacramento,CA_2024,33,2,0,0,1,1,0,0
San Benito,CA,2024,pres,15179.0,11702.0,27652.0,39432,1,2022.0,0.5646739332614114,0.4353260667385886,0.7012578616352201,10.582332948385213,CA_San Benito,CA_2024,34,2,0,0,1,1,0,0
San Bernardino,CA,2024,pres,362114.0,378416.0,761846.0,1428689,0,inf,0.48899301851376714,0.5110069814862328,0.5332483136637854,14.172267798516547,CA_San Bernardino,CA_2024,35,2,0,0,1,1,0,0
San Diego,CA,2024,pres,841372.0,593270.0,1478028.0,2371548,1,2022.0,0.5864682617684411,0.4135317382315588,0.6232334323403954,14.679053464449147,CA_San Diego,CA_2024,36,2,0,0,1,1,0,0
San Francisco,CA,2024,pres,323719.0,62594.0,402997.0,685337,0,inf,0.8379707646390362,0.16202923536096378,0.5880274959618407,13.437665967069323,CA_San Francisco,CA_2024,37,2,0,0,1,1,0,0
San Joaquin,CA,2024,pres,126647.0,128996.0,263709.0,475913,0,inf,0.4954057024835415,0.5045942975164585,0.5541117809347507,13.072990343399272,CA_San Joaquin,CA_2024,38,2,0,0,1,1,0,0
San Luis Obispo,CA,2024,pres,81314.0,64932.0,150812.0,230035,0,inf,0.5560083694596776,0.4439916305403225,0.6556045819114482,12.345986750241101,CA_San Luis Obispo,CA_2024,39,2,0,0,1,1,0,0
San Mateo,CA,2024,pres,242957.0,76616.0,330565.0,528028,1,2018.0,0.7602550903862342,0.23974490961376588,0.6260368768322891,13.176904591585371,CA_San Mateo,CA_2024,40,2,0,0,1,1,0,0
Santa Barbara,CA,2024,pres,114149.0,64870.0,184781.0,298602,0,inf,0.6376362285567454,0.3623637714432546,0.6188203695889511,12.60686686198844,CA_Santa Barbara,CA_2024,41,2,0,0,1,1,0,0
Santa Clara,CA,2024,pres,510744.0,210924.0,750606.0,1240459,1,2020.0,0.7077270988875771,0.2922729011124229,0.6051034334871205,14.030992030378753,CA_Santa Clara,CA_2024,42,2,0,0,1,1,0,0
Santa Cruz,CA,2024,pres,100998.0,27978.0,134155.0,202285,1,2022.0,0.7830759211016003,0.2169240788983997,0.6631979632696443,12.217432873100808,CA_Santa Cruz,CA_2024,43,2,0,0,1,1,0,0
Shasta,CA,2024,pres,27130.0,59539.0,88919.0,144175,0,inf,0.3130300338067821,0.6869699661932179,0.6167435408357899,11.878783118483613,CA_Shasta,CA_2024,44,2,0,0,1,1,0,0
Sierra,CA,2024,pres,641.0,1066.0,1755.0,2597,0,inf,0.37551259519625074,0.6244874048037493,0.6757797458606084,7.862112211662748,CA_Sierra,CA_2024,45,2,0,0,1,1,0,0
Siskiyou,CA,2024,pres,8329.0,12461.0,21498.0,35812,0,inf,0.4006253006253006,0.5993746993746993,0.6003015748910979,10.486038311754047,CA_Siskiyou,CA_2024,46,2,0,0,1,1,0,0
Solano,CA,2024,pres,113997.0,70345.0,189883.0,324428,0,inf,0.6183994965878639,0.38160050341213614,0.5852854870726324,12.689818910692214,CA_Solano,CA_2024,47,2,0,0,1,1,0,0
Sonoma,CA,2024,pres,179600.0,63426.0,251465.0,377381,1,2022.0,0.7390155785800696,0.2609844214199304,0.6663425026697157,12.841010566187153,CA_Sonoma,CA_2024,48,2,0,0,1,1,0,0
Stanislaus,CA,2024,pres,85347.0,106986.0,197525.0,355115,1,2022.0,0.44374600302600176,0.5562539969739982,0.5562282640834659,12.780196959661104,CA_Stanislaus,CA_2024,49,2,0,0,1,1,0,0
Sutter,CA,2024,pres,13016.0,25372.0,39339.0,64527,0,inf,0.33906429092424717,0.6609357090757528,0.6096517736761355,11.074839019844543,CA_Sutter,CA_2024,50,2,0,0,1,1,0,0
Tehama,CA,2024,pres,7415.0,18503.0,26536.0,47933,0,inf,0.2860946060652828,0.7139053939347172,0.5536060751465587,10.777559481473872,CA_Tehama,CA_2024,51,2,0,0,1,1,0,0
Trinity,CA,2024,pres,2449.0,2979.0,5646.0,10976,0,inf,0.45117907148120856,0.5488209285187915,0.5143950437317785,9.303466349965667,CA_Trinity,CA_2024,52,2,0,0,1,1,0,0
Tulare,CA,2024,pres,53221.0,81854.0,138309.0,268047,0,inf,0.39401073477697574,0.6059892652230242,0.5159878677993038,12.498917617251251,CA_Tulare,CA_2024,53,2,0,0,1,1,0,0
Tuolumne,CA,2024,pres,10909.0,17210.0,28816.0,46788,1,2020.0,0.38795831999715497,0.6120416800028451,0.6158844148072156,10.753382038770598,CA_Tuolumne,CA_2024,54,2,0,0,1,1,0,0
Ventura,CA,2024,pres,217424.0,158901.0,387704.0,591347,1,2022.0,0.5777559290506876,0.42224407094931243,0.6556285903200659,13.290158264528658,CA_Ventura,CA_2024,55,2,0,0,1,1,0,0
Yolo,CA,2024,pres,61405.0,27844.0,92621.0,153196,1,2022.0,0.6880189133771807,0.3119810866228193,0.6045915036946135,11.93947342628719,CA_Yolo,CA_2024,56,2,0,0,1,1,0,0
Yuba,CA,2024,pres,10725.0,18491.0,30072.0,53190,0,inf,0.3670933734939759,0.6329066265060241,0.5653694303440496,10.881625687736364,CA_Yuba,CA_2024,57,2,0,0,1,1,0,0
Beaver,UT,2020,pres,357.0,2695.0,3100.0,4222,1,2019.0,0.11697247706422019,0.8830275229357798,0.7342491710090004,8.348064228408266,UT_Beaver,UT_2020,58,3,1,0,0,0,1,0
Box Elder,UT,2020,pres,4473.0,21548.0,27027.0,35740,1,2019.0,0.1718996195380654,0.8281003804619346,0.756211527700056,10.484025788713419,UT_Box Elder,UT_2020,59,3,1,0,0,0,1,0
Cache,UT,2020,pres,16650.0,38032.0,57571.0,81477,1,2019.0,0.3044877656267145,0.6955122343732856,0.7065920443806227,11.30807605081166,UT_Cache,UT_2020,60,3,1,0,0,0,1,0
Carbon,UT,2020,pres,2392.0,6693.0,9369.0,14866,1,2019.0,0.26329113924050634,0.7367088607594937,0.6302300551594242,9.60683200528524,UT_Carbon,UT_2020,61,3,1,0,0,0,1,0
Daggett,UT,2020,pres,111.0,496.0,619.0,484,1,2019.0,0.1828665568369028,0.8171334431630972,1.2789256198347108,6.182084906716632,UT_Daggett,UT_2020,62,3,1,0,0,0,1,0
Davis,UT,2020,pres,57411.0,104135.0,169895.0,226827,1,2019.0,0.3553848439453778,0.6446151560546222,0.7490069524351157,12.331942891369176,UT_Davis,UT_2020,63,3,1,0,0,0,1,0
Duchesne,UT,2020,pres,843.0,7513.0,8524.0,13214,1,2019.0,0.10088559119195788,0.8991144088080422,0.6450734069925836,9.48903215258983,UT_Duchesne,UT_2020,64,3,1,0,0,0,1,0
Emery,UT,2020,pres,572.0,4207.0,4865.0,7140,1,2019.0,0.11969031178070726,0.8803096882192928,0.6813725490196079,8.87346805533363,UT_Emery,UT_2020,65,3,1,0,0,0,1,0
Garfield,UT,2020,pres,514.0,2158.0,2732.0,3728,1,2019.0,0.19236526946107785,0.8076347305389222,0.7328326180257511,8.223627175805483,UT_Garfield,UT_2020,66,3,1,0,0,0,1,0
Grand,UT,2020,pres,2806.0,2248.0,5185.0,7104,1,2019.0,0.5552037989711119,0.444796201028888,0.7298704954954955,8.868413284672005,UT_Grand,UT_2020,67,3,1,0,0,0,1,0
Iron,UT,2020,pres,4892.0,18989.0,24890.0,34664,1,2019.0,0.20484904317239647,0.7951509568276035,0.7180360027694438,10.453456963419745,UT_Iron,UT_2020,68,3,1,0,0,0,1,0
Juab,UT,2020,pres,645.0,5087.0,5866.0,7119,1,2019.0,0.11252616887648291,0.8874738311235171,0.823992133726647,8.870522545103873,UT_Juab,UT_2020,69,3,1,0,0,0,1,0
Kane,UT,2020,pres,1083.0,2998.0,4180.0,5732,1,2019.0,0.2653761333006616,0.7346238666993384,0.7292393579902303,8.653819788948063,UT_Kane,UT_2020,70,3,1,0,0,0,1,0
Millard,UT,2020,pres,624.0,5404.0,6160.0,8221,1,2019.0,0.10351692103516921,0.8964830789648308,0.749300571706605,9.014447135152134,UT_Millard,UT_2020,71,3,1,0,0,0,1,0
Morgan,UT,2020,pres,1086.0,5181.0,6512.0,7374,1,2019.0,0.1732886548587841,0.8267113451412159,0.8831027935991321,8.90571557879409,UT_Morgan,UT_2020,72,3,1,0,0,0,1,0
Piute,UT,2020,pres,86.0,773.0,871.0,1489,1,2019.0,0.10011641443538999,0.89988358556461,0.5849563465413029,7.305860032684009,UT_Piute,UT_2020,73,3,1,0,0,0,1,0
Rich,UT,2020,pres,180.0,1157.0,1363.0,1514,1,2019.0,0.13462976813762154,0.8653702318623785,0.9002642007926024,7.322510433997394,UT_Rich,UT_2020,74,3,1,0,0,0,1,0
Salt Lake,UT,2020,pres,289906.0,230174.0,541175.0,743268,1,2019.0,0.557425780649131,0.4425742193508691,0.72810211121695,13.51881195852875,UT_Salt Lake,UT_2020,75,3,1,0,0,0,1,0
San Juan,UT,2020,pres,3113.0,3535.0,6878.0,10516,1,2019.0,0.46826113116726836,0.5317388688327317,0.6540509699505516,9.260653185849772,UT_San Juan,UT_2020,76,3,1,0,0,0,1,0
Sanpete,UT,2020,pres,1794.0,10459.0,12631.0,21226,1,2019.0,0.14641312331673875,0.8535868766832613,0.595072081409592,9.962982124321767,UT_Sanpete,UT_2020,77,3,1,0,0,0,1,0
Sevier,UT,2020,pres,1084.0,9052.0,10363.0,14805,1,2019.0,0.1069455406471981,0.8930544593528019,0.6999662276258021,9.602720240535692,UT_Sevier,UT_2020,78,3,1,0,0,0,1,0
Summit,UT,2020,pres,15244.0,10252.0,26088.0,28503,1,2019.0,0.5978977094446187,0.4021022905553812,0.9152720766235133,10.25776462387486,UT_Summit,UT_2020,79,3,1,0,0,0,1,0
Tooele,UT,2020,pres,8943.0,21014.0,31518.0,42590,1,2019.0,0.29852788997563173,0.7014721100243683,0.7400328715660953,10.65937476291726,UT_Tooele,UT_2020,80,3,1,0,0,0,1,0
Uintah,UT,2020,pres,1663.0,13261.0,15307.0,24102,1,2019.0,0.11143125167515411,0.8885687483248459,0.635092523442038,10.090050103587338,UT_Uintah,UT_2020,81,3,1,0,0,0,1,0
Utah,UT,2020,pres,76033.0,192812.0,284480.0,370790,1,2019.0,0.2828135170823337,0.7171864829176663,0.7672267321125166,12.823391143593886,UT_Utah,UT_2020,82,3,1,0,0,0,1,0
Wasatch,UT,2020,pres,6187.0,10795.0,17581.0,19798,1,2019.0,0.3643269344011306,0.6356730655988694,0.8880189918173553,9.893336201479753,UT_Wasatch,UT_2020,83,3,1,0,0,0,1,0
Washington,UT,2020,pres,20530.0,67294.0,90476.0,114688,1,2019.0,0.2337629805064675,0.7662370194935325,0.7888881138392857,11.649970676894547,UT_Washington,UT_2020,84,3,1,0,0,0,1,0
Wayne,UT,2020,pres,365.0,1229.0,1621.0,1963,1,2019.0,0.22898368883312423,0.7710163111668757,0.825776872134488,7.5822291942764615,UT_Wayne,UT_2020,85,3,1,0,0,0,1,0
Weber,UT,2020,pres,40695.0,65949.0,111442.0,169391,1,2019.0,0.38159671430178915,0.6184032856982109,0.6578979993033869,12.03996493109922,UT_Weber,UT_2020,86,3,1,0,0,0,1,0
Beaver,UT,2022,sen,419.0,1971.0,2447.0,4305,1,2019.0,0.17531380753138076,0.8246861924686193,0.5684088269454123,8.367532416861831,UT_Beaver,UT_2022,58,4,0,1,0,0,1,0
Box Elder,UT,2022,sen,4725.0,14434.0,19898.0,36441,1,2019.0,0.24662038728534894,0.753379612714651,0.5460333141242008,10.50344979336838,UT_Box Elder,UT_2022,59,4,0,1,0,0,1,0
Cache,UT,2022,sen,15580.0,24588.0,41982.0,83075,1,2019.0,0.38787094204341765,0.6121290579565823,0.5053505868191394,11.327499093222794,UT_Cache,UT_2022,60,4,0,1,0,0,1,0
Carbon,UT,2022,sen,2114.0,4265.0,6728.0,15158,1,2019.0,0.33139990594137014,0.6686000940586299,0.4438580287636891,9.626283724371975,UT_Carbon,UT_2022,61,4,0,1,0,0,1,0
Daggett,UT,2022,sen,109.0,377.0,498.0,494,1,2019.0,0.2242798353909465,0.7757201646090535,1.008097165991903,6.202535517187923,UT_Daggett,UT_2022,62,4,0,1,0,0,1,0
Davis,UT,2022,sen,52806.0,66385.0,123742.0,231275,1,2019.0,0.4430368064702872,0.5569631935297128,0.5350426980866934,12.351362757639519,UT_Davis,UT_2022,63,4,0,1,0,0,1,0
Duchesne,UT,2022,sen,912.0,5170.0,6281.0,13473,1,2019.0,0.14995067412035515,0.8500493258796449,0.466191642544348,9.508442961755847,UT_Duchesne,UT_2022,64,4,0,1,0,0,1,0
Emery,UT,2022,sen,712.0,3269.0,4107.0,7280,1,2019.0,0.17884953529264003,0.82115046470736,0.5641483516483516,8.892886141190731,UT_Emery,UT_2022,65,4,0,1,0,0,1,0
Garfield,UT,2022,sen,520.0,1795.0,2385.0,3801,1,2019.0,0.22462203023758098,0.775377969762419,0.6274664561957379,8.24301946898925,UT_Garfield,UT_2022,66,4,0,1,0,0,1,0
Grand,UT,2022,sen,2421.0,1901.0,4643.0,7243,1,2019.0,0.56015733456733,0.43984266543267003,0.6410327212481016,8.887790764195326,UT_Grand,UT_2022,67,4,0,1,0,0,1,0
Iron,UT,2022,sen,3755.0,12923.0,17309.0,35344,1,2019.0,0.22514690010792662,0.7748530998920734,0.48972951561792666,10.472883925659898,UT_Iron,UT_2022,68,4,0,1,0,0,1,0
Juab,UT,2022,sen,714.0,3886.0,4731.0,7259,1,2019.0,0.15521739130434783,0.8447826086956521,0.6517426642788263,8.889997357284841,UT_Juab,UT_2022,69,4,0,1,0,0,1,0
Kane,UT,2022,sen,946.0,2553.0,3659.0,5844,1,2019.0,0.270362960845956,0.729637039154044,0.6261122518822724,8.67317077287059,UT_Kane,UT_2022,70,4,0,1,0,0,1,0
Millard,UT,2022,sen,701.0,4279.0,5130.0,8382,1,2019.0,0.14076305220883534,0.8592369477911647,0.6120257695060844,9.033841828485016,UT_Millard,UT_2022,71,4,0,1,0,0,1,0
Morgan,UT,2022,sen,1358.0,3665.0,5157.0,7519,1,2019.0,0.27035636074059327,0.7296436392594068,0.6858624817129938,8.925188429378027,UT_Morgan,UT_2022,72,4,0,1,0,0,1,0
Piute,UT,2022,sen,82.0,692.0,783.0,1518,1,2019.0,0.10594315245478036,0.8940568475452196,0.5158102766798419,7.325148957955575,UT_Piute,UT_2022,73,4,0,1,0,0,1,0
Rich,UT,2022,sen,206.0,844.0,1073.0,1544,1,2019.0,0.1961904761904762,0.8038095238095239,0.6949481865284974,7.342131730584722,UT_Rich,UT_2022,74,4,0,1,0,0,1,0
Salt Lake,UT,2022,sen,218495.0,144931.0,381108.0,757842,1,2019.0,0.6012090494350982,0.39879095056490177,0.502885825805379,13.538230199625422,UT_Salt Lake,UT_2022,75,4,0,1,0,0,1,0
San Juan,UT,2022,sen,1815.0,3118.0,5560.0,10722,1,2019.0,0.3679302655584837,0.6320697344415164,0.5185599701548219,9.280052984387483,UT_San Juan,UT_2022,76,4,0,1,0,0,1,0
Sanpete,UT,2022,sen,1912.0,7829.0,10004.0,21642,1,2019.0,0.19628374910173493,0.803716250898265,0.4622493300064689,9.982391150131594,UT_Sanpete,UT_2022,77,4,0,1,0,0,1,0
Sevier,UT,2022,sen,1152.0,6411.0,7775.0,15095,1,2019.0,0.15232050773502578,0.8476794922649742,0.515071215634316,9.622118842140939,UT_Sevier,UT_2022,78,4,0,1,0,0,1,0
Summit,UT,2022,sen,12325.0,7305.0,20354.0,29062,1,2019.0,0.6278655119714722,0.3721344880285278,0.7003647374578488,10.27718675788064,UT_Summit,UT_2022,79,4,0,1,0,0,1,0
Tooele,UT,2022,sen,7487.0,13371.0,22069.0,43425,1,2019.0,0.3589510020136159,0.6410489979863842,0.508209556706966,10.678790591109305,UT_Tooele,UT_2022,80,4,0,1,0,0,1,0
Uintah,UT,2022,sen,1559.0,8905.0,10833.0,24575,1,2019.0,0.14898700305810397,0.851012996941896,0.4408138351983723,10.109484945015367,UT_Uintah,UT_2022,81,4,0,1,0,0,1,0
Utah,UT,2022,sen,72238.0,127096.0,206045.0,378060,1,2019.0,0.36239678128166797,0.637603218718332,0.5450060836904195,12.842808192164156,UT_Utah,UT_2022,82,4,0,1,0,0,1,0
Wasatch,UT,2022,sen,5429.0,7528.0,13464.0,20186,1,2019.0,0.4190013120321062,0.5809986879678938,0.6669969285643516,9.912744573798804,UT_Wasatch,UT_2022,83,4,0,1,0,0,1,0
Washington,UT,2022,sen,17786.0,49420.0,69501.0,116937,1,2019.0,0.26464898967354106,0.735351010326459,0.5943456733112702,11.669390607218956,UT_Washington,UT_2022,84,4,0,1,0,0,1,0
Wayne,UT,2022,sen,415.0,1056.0,1514.0,2002,1,2019.0,0.2821210061182869,0.7178789938817132,0.7562437562437563,7.601901959875166,UT_Wayne,UT_2022,85,4,0,1,0,0,1,0
Weber,UT,2022,sen,31265.0,42007.0,77039.0,172712,1,2019.0,0.42669778360082977,0.5733022163991702,0.4460547037843346,12.059380746376295,UT_Weber,UT_2022,86,4,0,1,0,0,1,0
Beaver,UT,2024,pres,394.0,2781.0,3270.0,4388,1,2019.0,0.12409448818897638,0.8759055118110236,0.7452142206016409,8.38662882139512,UT_Beaver,UT_2024,58,5,0,0,1,0,1,0
Box Elder,UT,2024,pres,5274.0,22853.0,28970.0,37142,1,2019.0,0.1875066661926263,0.8124933338073737,0.7799795379893382,10.522503683752998,UT_Box Elder,UT_2024,59,5,0,0,1,0,1,0
Cache,UT,2024,pres,18718.0,39457.0,59920.0,84672,1,2019.0,0.32175333046841426,0.6782466695315857,0.7076719576719577,11.346540247474628,UT_Cache,UT_2024,60,5,0,0,1,0,1,0
Carbon,UT,2024,pres,2525.0,6719.0,9521.0,15449,1,2019.0,0.27315015144958893,0.7268498485504111,0.6162858437439317,9.64529955531205,UT_Carbon,UT_2024,61,5,0,0,1,0,1,0
Daggett,UT,2024,pres,101.0,443.0,560.0,503,1,2019.0,0.18566176470588236,0.8143382352941176,1.1133200795228628,6.220590170099739,UT_Daggett,UT_2024,62,5,0,0,1,0,1,0
Davis,UT,2024,pres,59895.0,101293.0,166023.0,235722,1,2019.0,0.3715847333548403,0.6284152666451597,0.7043169496271031,12.370408423558652,UT_Davis,UT_2024,63,5,0,0,1,0,1,0
Duchesne,UT,2024,pres,1009.0,7815.0,9088.0,13732,1,2019.0,0.11434723481414324,0.8856527651858568,0.6618118263909117,9.527484154577582,UT_Duchesne,UT_2024,64,5,0,0,1,0,1,0
Emery,UT,2024,pres,603.0,4341.0,5092.0,7420,1,2019.0,0.12196601941747573,0.8780339805825242,0.6862533692722372,8.911934336161426,UT_Emery,UT_2024,65,5,0,0,1,0,1,0
Garfield,UT,2024,pres,541.0,2211.0,2834.0,3874,1,2019.0,0.19658430232558138,0.8034156976744186,0.7315436241610739,8.262042843966942,UT_Garfield,UT_2024,66,5,0,0,1,0,1,0
Grand,UT,2024,pres,2828.0,2327.0,5309.0,7382,1,2019.0,0.5485935984481086,0.4514064015518914,0.7191817935518829,8.906799883589944,UT_Grand,UT_2024,67,5,0,0,1,0,1,0
Iron,UT,2024,pres,5683.0,21571.0,28071.0,36024,1,2019.0,0.20851985029720407,0.7914801497027959,0.779230512991339,10.491940661981408,UT_Iron,UT_2024,68,5,0,0,1,0,1,0
Juab,UT,2024,pres,734.0,5671.0,6597.0,7398,1,2019.0,0.11459797033567526,0.8854020296643248,0.8917274939172749,8.908964972392399,UT_Juab,UT_2024,69,5,0,0,1,0,1,0
Kane,UT,2024,pres,1137.0,3277.0,4546.0,5957,1,2019.0,0.25758948799275033,0.7424105120072496,0.7631358066140674,8.692322277628687,UT_Kane,UT_2024,70,5,0,0,1,0,1,0
Millard,UT,2024,pres,713.0,5558.0,6459.0,8543,1,2019.0,0.11369797480465635,0.8863020251953436,0.7560575910101838,9.052867513151618,UT_Millard,UT_2024,71,5,0,0,1,0,1,0
Morgan,UT,2024,pres,1256.0,5300.0,6752.0,7663,1,2019.0,0.19158023184868822,0.8084197681513118,0.8811170559832964,8.944158830970403,UT_Morgan,UT_2024,72,5,0,0,1,0,1,0
Piute,UT,2024,pres,94.0,854.0,976.0,1547,1,2019.0,0.09915611814345991,0.9008438818565401,0.6308985132514544,7.344072850573066,UT_Piute,UT_2024,73,5,0,0,1,0,1,0
Rich,UT,2024,pres,214.0,1211.0,1467.0,1574,1,2019.0,0.15017543859649124,0.8498245614035088,0.932020330368488,7.3613754289773485,UT_Rich,UT_2024,74,5,0,0,1,0,1,0
Salt Lake,UT,2024,pres,273658.0,221555.0,510069.0,772416,1,2019.0,0.5526066561257479,0.4473933438742521,0.6603553007705693,13.557278543977569,UT_Salt Lake,UT_2024,75,5,0,0,1,0,1,0
San Juan,UT,2024,pres,2581.0,3613.0,6379.0,10928,1,2019.0,0.4166935744268647,0.5833064255731353,0.5837298682284041,9.29908358181057,UT_San Juan,UT_2024,76,5,0,0,1,0,1,0
Sanpete,UT,2024,pres,1906.0,10653.0,12935.0,22058,1,2019.0,0.1517636754518672,0.8482363245481328,0.5864085592528788,10.001430626866092,UT_Sanpete,UT_2024,77,5,0,0,1,0,1,0
Sevier,UT,2024,pres,1236.0,9526.0,11084.0,15385,1,2019.0,0.11484854116335254,0.8851514588366475,0.7204419889502762,9.641148287756142,UT_Sevier,UT_2024,78,5,0,0,1,0,1,0
Summit,UT,2024,pres,14612.0,10783.0,26156.0,29621,1,2019.0,0.5753888560740303,0.42461114392596966,0.8830221802099861,10.296238848224217,UT_Summit,UT_2024,79,5,0,0,1,0,1,0
Tooele,UT,2024,pres,9560.0,23484.0,34035.0,44260,1,2019.0,0.28931122140176735,0.7106887785982327,0.7689787618617262,10.697836613605041,UT_Tooele,UT_2024,80,5,0,0,1,0,1,0
Uintah,UT,2024,pres,1952.0,13599.0,16017.0,25047,1,2019.0,0.12552247443894282,0.8744775255610572,0.6394777817702719,10.128509338862111,UT_Uintah,UT_2024,81,5,0,0,1,0,1,0
Utah,UT,2024,pres,84937.0,203476.0,297065.0,385331,1,2019.0,0.2944978208333189,0.7055021791666811,0.7709345990849426,12.861857984164695,UT_Utah,UT_2024,82,5,0,0,1,0,1,0
Wasatch,UT,2024,pres,6459.0,11495.0,18492.0,20574,1,2019.0,0.35975270134788906,0.6402472986521109,0.8988043161271507,9.931783421690975,UT_Wasatch,UT_2024,83,5,0,0,1,0,1,0
Washington,UT,2024,pres,22327.0,73165.0,98356.0,119186,1,2019.0,0.23381016210782055,0.7661898378921794,0.8252311513097176,11.688440577051205,UT_Washington,UT_2024,84,5,0,0,1,0,1,0
Wayne,UT,2024,pres,381.0,1238.0,1667.0,2040,1,2019.0,0.23533045089561458,0.7646695491043854,0.817156862745098,7.620705086838262,UT_Wayne,UT_2024,85,5,0,0,1,0,1,0
Weber,UT,2024,pres,41238.0,67549.0,112050.0,176034,1,2019.0,0.3790710287074742,0.6209289712925258,0.6365247622618357,12.078432437181267,UT_Weber,UT_2024,86,5,0,0,1,0,1,0
Adams,WA,2020,pres,1814.0,3907.0,5862.0,9139,1,2011.0,0.31707743401503236,0.6829225659849677,0.6414268519531677,9.120306249272202,WA_Adams,WA_2020,87,6,1,0,0,0,0,1
Asotin,WA,2020,pres,4250.0,7319.0,11951.0,17748,1,2011.0,0.36736105108479555,0.6326389489152044,0.6733716475095786,9.7840281124988,WA_Asotin,WA_2020,88,6,1,0,0,0,0,1
Benton,WA,2020,pres,38706.0,60365.0,103033.0,133421,1,2011.0,0.39068950550615217,0.6093104944938479,0.7722397523628215,11.801264821363585,WA_Benton,WA_2020,89,6,1,0,0,0,0,1
Chelan,WA,2020,pres,19349.0,22746.0,43306.0,53590,1,2011.0,0.4596507898800333,0.5403492101199667,0.8080985258443739,10.889117762488896,WA_Chelan,WA_2020,90,6,1,0,0,0,0,1
Clallam,WA,2020,pres,24721.0,23062.0,49264.0,61087,1,2011.0,0.5173597304480673,0.4826402695519327,0.8064563655114836,11.020054356564353,WA_Clallam,WA_2020,91,6,1,0,0,0,0,1
Clark,WA,2020,pres,140324.0,126303.0,275403.0,337808,1,2011.0,0.5262932861263113,0.47370671387368873,0.8152648841945721,12.730232965727865,WA_Clark,WA_2020,92,6,1,0,0,0,0,1
