precinct,district,office,writein,party_detailed,party_simplified,candidate,dataverse,mode,votes,jurisdiction_name,state,year,stage,state_po,state_fips,state_cen,state_ic,date,jurisdiction_fips,county_name,county_fips,readme_check,magnitude,special
ENO 3,002,US HOUSE,FALSE,CONSTITUTION PARTY,OTHER,CASSIE EASLEY,HOUSE,TOTAL,20,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,002,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CHRIS STEWART,HOUSE,TOTAL,435,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,STATE TREASURER,FALSE,REPUBLICAN,REPUBLICAN,MARLO M OAKS,STATE,TOTAL,438,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,STATE TREASURER,FALSE,UNITED UTAH PARTY,OTHER,THOMAS ALAN HORNE,STATE,TOTAL,17,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,STATE TREASURER,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,WARREN T ROGERS,STATE,TOTAL,23,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,41,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,028,STATE SENATE,FALSE,REPUBLICAN,REPUBLICAN,EVAN J VICKERS,STATE,TOTAL,432,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,028,STATE SENATE,FALSE,UNITED UTAH PARTY,OTHER,PATRICIA A BRADFORD,STATE,TOTAL,40,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,028,STATE SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,BARRY EVAN SHORT,STATE,TOTAL,55,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,070,STATE HOUSE,FALSE,UNITED UTAH PARTY,OTHER,ZENO B PARRY,STATE,TOTAL,61,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,070,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CARL R ALBRECHT,STATE,TOTAL,438,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,014,STATE SCHOOL BOARD DISTRICT 14,FALSE,REPUBLICAN,REPUBLICAN,EMILY GREEN,,TOTAL,449,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,014,STATE SCHOOL BOARD DISTRICT 14,FALSE,LIBERTARIAN,LIBERTARIAN,RICHARD JENSEN,,TOTAL,57,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,COUNTY COMMISSIONER A,FALSE,REPUBLICAN,REPUBLICAN,MICHAEL P BLEAK,,TOTAL,447,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,COUNTY COMMISSIONER B,FALSE,REPUBLICAN,REPUBLICAN,PAUL COZZENS,,TOTAL,433,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,COUNTY ATTORNEY,FALSE,REPUBLICAN,REPUBLICAN,CHAD DOTSON,,TOTAL,452,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,COUNTY AUDITOR,FALSE,REPUBLICAN,REPUBLICAN,DAN JESSEN,,TOTAL,446,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,COUNTY CLERK,FALSE,REPUBLICAN,REPUBLICAN,"JON ""TORO"" WHITTAKER",,TOTAL,455,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,COUNTY SHERIFF,FALSE,REPUBLICAN,REPUBLICAN,KEN CARPENTER,,TOTAL,453,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,393,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,73,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,403,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,64,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,397,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,62,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,BRENT A DUNLAP JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,392,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,BRENT A DUNLAP JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,65,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,CONSTITUTIONAL AMENDMENT A,FALSE,,,FOR,,TOTAL,171,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 3,,CONSTITUTIONAL AMENDMENT A,FALSE,,,AGAINST,,TOTAL,309,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,REGISTERED VOTERS,FALSE,,,,,TOTAL,629,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,BALLOTS CAST,FALSE,,,,,TOTAL,430,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,US SENATE,FALSE,INDEPENDENT,OTHER,EVAN MCMULLIN,SENATE,TOTAL,54,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,JAMES ARTHUR HANSEN,SENATE,TOTAL,12,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,MIKE LEE,SENATE,TOTAL,361,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,US SENATE,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,TOMMY WILLIAMS,SENATE,TOTAL,2,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,US SENATE,TRUE,,,WRITE-IN TOTALS,SENATE,TOTAL,1,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,002,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,NICK MITCHELL,HOUSE,TOTAL,31,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,002,US HOUSE,FALSE,UNITED UTAH PARTY,OTHER,JAYMAC MCFARLAND,HOUSE,TOTAL,11,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,002,US HOUSE,FALSE,CONSTITUTION PARTY,OTHER,CASSIE EASLEY,HOUSE,TOTAL,15,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,002,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CHRIS STEWART,HOUSE,TOTAL,367,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,STATE TREASURER,FALSE,REPUBLICAN,REPUBLICAN,MARLO M OAKS,STATE,TOTAL,357,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,STATE TREASURER,FALSE,UNITED UTAH PARTY,OTHER,THOMAS ALAN HORNE,STATE,TOTAL,12,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,STATE TREASURER,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,WARREN T ROGERS,STATE,TOTAL,11,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,32,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,028,STATE SENATE,FALSE,REPUBLICAN,REPUBLICAN,EVAN J VICKERS,STATE,TOTAL,359,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,028,STATE SENATE,FALSE,UNITED UTAH PARTY,OTHER,PATRICIA A BRADFORD,STATE,TOTAL,23,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,028,STATE SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,BARRY EVAN SHORT,STATE,TOTAL,40,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,070,STATE HOUSE,FALSE,UNITED UTAH PARTY,OTHER,ZENO B PARRY,STATE,TOTAL,31,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,070,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CARL R ALBRECHT,STATE,TOTAL,371,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,014,STATE SCHOOL BOARD DISTRICT 14,FALSE,REPUBLICAN,REPUBLICAN,EMILY GREEN,,TOTAL,363,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,014,STATE SCHOOL BOARD DISTRICT 14,FALSE,LIBERTARIAN,LIBERTARIAN,RICHARD JENSEN,,TOTAL,41,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,COUNTY COMMISSIONER A,FALSE,REPUBLICAN,REPUBLICAN,MICHAEL P BLEAK,,TOTAL,379,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,COUNTY COMMISSIONER B,FALSE,REPUBLICAN,REPUBLICAN,PAUL COZZENS,,TOTAL,350,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,COUNTY ATTORNEY,FALSE,REPUBLICAN,REPUBLICAN,CHAD DOTSON,,TOTAL,378,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,COUNTY AUDITOR,FALSE,REPUBLICAN,REPUBLICAN,DAN JESSEN,,TOTAL,385,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,COUNTY CLERK,FALSE,REPUBLICAN,REPUBLICAN,"JON ""TORO"" WHITTAKER",,TOTAL,380,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,COUNTY SHERIFF,FALSE,REPUBLICAN,REPUBLICAN,KEN CARPENTER,,TOTAL,381,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,349,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,46,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,355,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,40,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,362,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,34,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,BRENT A DUNLAP JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,357,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,BRENT A DUNLAP JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,38,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,CONSTITUTIONAL AMENDMENT A,FALSE,,,FOR,,TOTAL,139,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 4,,CONSTITUTIONAL AMENDMENT A,FALSE,,,AGAINST,,TOTAL,257,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,REGISTERED VOTERS,FALSE,,,,,TOTAL,647,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,BALLOTS CAST,FALSE,,,,,TOTAL,409,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,US SENATE,FALSE,INDEPENDENT,OTHER,EVAN MCMULLIN,SENATE,TOTAL,89,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,JAMES ARTHUR HANSEN,SENATE,TOTAL,12,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,MIKE LEE,SENATE,TOTAL,302,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,US SENATE,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,TOMMY WILLIAMS,SENATE,TOTAL,5,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,US SENATE,TRUE,,,WRITE-IN TOTALS,SENATE,TOTAL,0,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,002,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,NICK MITCHELL,HOUSE,TOTAL,51,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,002,US HOUSE,FALSE,UNITED UTAH PARTY,OTHER,JAYMAC MCFARLAND,HOUSE,TOTAL,7,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,002,US HOUSE,FALSE,CONSTITUTION PARTY,OTHER,CASSIE EASLEY,HOUSE,TOTAL,27,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,002,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CHRIS STEWART,HOUSE,TOTAL,319,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,STATE TREASURER,FALSE,REPUBLICAN,REPUBLICAN,MARLO M OAKS,STATE,TOTAL,332,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,STATE TREASURER,FALSE,UNITED UTAH PARTY,OTHER,THOMAS ALAN HORNE,STATE,TOTAL,9,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,STATE TREASURER,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,WARREN T ROGERS,STATE,TOTAL,13,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,31,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,028,STATE SENATE,FALSE,REPUBLICAN,REPUBLICAN,EVAN J VICKERS,STATE,TOTAL,324,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,028,STATE SENATE,FALSE,UNITED UTAH PARTY,OTHER,PATRICIA A BRADFORD,STATE,TOTAL,32,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,028,STATE SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,BARRY EVAN SHORT,STATE,TOTAL,40,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,070,STATE HOUSE,FALSE,UNITED UTAH PARTY,OTHER,ZENO B PARRY,STATE,TOTAL,40,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,070,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CARL R ALBRECHT,STATE,TOTAL,326,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,014,STATE SCHOOL BOARD DISTRICT 14,FALSE,REPUBLICAN,REPUBLICAN,EMILY GREEN,,TOTAL,332,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,014,STATE SCHOOL BOARD DISTRICT 14,FALSE,LIBERTARIAN,LIBERTARIAN,RICHARD JENSEN,,TOTAL,50,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,COUNTY COMMISSIONER A,FALSE,REPUBLICAN,REPUBLICAN,MICHAEL P BLEAK,,TOTAL,335,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,COUNTY COMMISSIONER B,FALSE,REPUBLICAN,REPUBLICAN,PAUL COZZENS,,TOTAL,311,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,COUNTY ATTORNEY,FALSE,REPUBLICAN,REPUBLICAN,CHAD DOTSON,,TOTAL,345,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,COUNTY AUDITOR,FALSE,REPUBLICAN,REPUBLICAN,DAN JESSEN,,TOTAL,342,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,COUNTY CLERK,FALSE,REPUBLICAN,REPUBLICAN,"JON ""TORO"" WHITTAKER",,TOTAL,336,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,COUNTY SHERIFF,FALSE,REPUBLICAN,REPUBLICAN,KEN CARPENTER,,TOTAL,345,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,302,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,60,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,301,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,60,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,311,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,49,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,BRENT A DUNLAP JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,296,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,BRENT A DUNLAP JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,62,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,CONSTITUTIONAL AMENDMENT A,FALSE,,,FOR,,TOTAL,152,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 5,,CONSTITUTIONAL AMENDMENT A,FALSE,,,AGAINST,,TOTAL,232,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,REGISTERED VOTERS,FALSE,,,,,TOTAL,687,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,BALLOTS CAST,FALSE,,,,,TOTAL,393,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,US SENATE,FALSE,INDEPENDENT,OTHER,EVAN MCMULLIN,SENATE,TOTAL,42,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,JAMES ARTHUR HANSEN,SENATE,TOTAL,13,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,MIKE LEE,SENATE,TOTAL,335,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,US SENATE,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,TOMMY WILLIAMS,SENATE,TOTAL,2,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,US SENATE,TRUE,,,WRITE-IN TOTALS,SENATE,TOTAL,0,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,002,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,NICK MITCHELL,HOUSE,TOTAL,20,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,002,US HOUSE,FALSE,UNITED UTAH PARTY,OTHER,JAYMAC MCFARLAND,HOUSE,TOTAL,4,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,002,US HOUSE,FALSE,CONSTITUTION PARTY,OTHER,CASSIE EASLEY,HOUSE,TOTAL,17,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,002,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CHRIS STEWART,HOUSE,TOTAL,350,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,STATE TREASURER,FALSE,REPUBLICAN,REPUBLICAN,MARLO M OAKS,STATE,TOTAL,337,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,STATE TREASURER,FALSE,UNITED UTAH PARTY,OTHER,THOMAS ALAN HORNE,STATE,TOTAL,5,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,STATE TREASURER,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,WARREN T ROGERS,STATE,TOTAL,11,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,26,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,028,STATE SENATE,FALSE,REPUBLICAN,REPUBLICAN,EVAN J VICKERS,STATE,TOTAL,336,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
ENO 6,028,STATE SENATE,FALSE,UNITED UTAH PARTY,OTHER,PATRICIA A BRADFORD,STATE,TOTAL,15,IRON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49021,IRON,49021,TRUE,1,FALSE
