precinct,district,office,writein,party_detailed,party_simplified,candidate,dataverse,mode,votes,jurisdiction_name,state,year,stage,state_po,state_fips,state_cen,state_ic,date,jurisdiction_fips,county_name,county_fips,readme_check,magnitude,special
SC01,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,82,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,K JAKE GRAFF JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,474,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,K JAKE GRAFF JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,39,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,K JAKE GRAFF JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,K JAKE GRAFF JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,84,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,KARLIN S MYERS JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,461,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,KARLIN S MYERS JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,50,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,KARLIN S MYERS JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,KARLIN S MYERS JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,86,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,DOUGLAS A WHITLOCK JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,482,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,DOUGLAS A WHITLOCK JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,37,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,DOUGLAS A WHITLOCK JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,DOUGLAS A WHITLOCK JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,78,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,CONSTITUTIONAL AMENDMENT A,FALSE,,,FOR,,TOTAL,181,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,CONSTITUTIONAL AMENDMENT A,FALSE,,,AGAINST,,TOTAL,361,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,CONSTITUTIONAL AMENDMENT A,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC01,,CONSTITUTIONAL AMENDMENT A,FALSE,,,UNDERVOTES,,TOTAL,55,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,REGISTERED VOTERS,FALSE,,,,,TOTAL,905,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,BALLOTS CAST,FALSE,,,,,TOTAL,605,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,BALLOTS CAST BLANK,FALSE,,,,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,FALSE,INDEPENDENT,OTHER,EVAN MCMULLIN,SENATE,TOTAL,124,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,JAMES ARTHUR HANSEN,SENATE,TOTAL,8,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,MIKE LEE,SENATE,TOTAL,463,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,TOMMY WILLIAMS,SENATE,TOTAL,6,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,TRUE,,,WRITE-IN: LAIRD FETZER HAMBLIN,SENATE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,TRUE,,,WRITE-IN: ABRAHAM KORB,SENATE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,TRUE,,,WRITE-IN: MICHAEL SEGUIN,SENATE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,FALSE,,,NOT ASSIGNED,SENATE,TOTAL,1,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,FALSE,,,OVERVOTES,SENATE,TOTAL,1,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,US SENATE,FALSE,,,UNDERVOTES,SENATE,TOTAL,2,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,002,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,NICK MITCHELL,HOUSE,TOTAL,86,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,002,US HOUSE,FALSE,UNITED UTAH PARTY,OTHER,JAYMAC MCFARLAND,HOUSE,TOTAL,6,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,002,US HOUSE,FALSE,CONSTITUTION PARTY,OTHER,CASSIE EASLEY,HOUSE,TOTAL,28,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,002,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CHRIS STEWART,HOUSE,TOTAL,476,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,002,US HOUSE,FALSE,,,OVERVOTES,HOUSE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,002,US HOUSE,FALSE,,,UNDERVOTES,HOUSE,TOTAL,9,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,STATE TREASURER,FALSE,REPUBLICAN,REPUBLICAN,MARLO M OAKS,STATE,TOTAL,475,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,STATE TREASURER,FALSE,UNITED UTAH PARTY,OTHER,THOMAS ALAN HORNE,STATE,TOTAL,19,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,STATE TREASURER,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,WARREN T ROGERS,STATE,TOTAL,23,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,45,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,STATE TREASURER,FALSE,,,OVERVOTES,STATE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,STATE TREASURER,FALSE,,,UNDERVOTES,STATE,TOTAL,43,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,074,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,R NEIL WALTER,STATE,TOTAL,535,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,074,STATE HOUSE,FALSE,,,OVERVOTES,STATE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,074,STATE HOUSE,FALSE,,,UNDERVOTES,STATE,TOTAL,70,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT A,FALSE,DEMOCRAT,DEMOCRAT,ROBERT FORD,,TOTAL,98,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT A,FALSE,REPUBLICAN,REPUBLICAN,GIL ALMQUIST,,TOTAL,487,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT A,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT A,FALSE,,,UNDERVOTES,,TOTAL,20,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT B,FALSE,REPUBLICAN,REPUBLICAN,VICTOR IVERSON,,TOTAL,477,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT B,FALSE,DEMOCRAT,DEMOCRAT,CHUCK GOODE,,TOTAL,101,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT B,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT B,FALSE,,,UNDERVOTES,,TOTAL,27,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT C - SPECIAL 2 YEAR,FALSE,DEMOCRAT,DEMOCRAT,REBECCA WINSOR,,TOTAL,104,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT C - SPECIAL 2 YEAR,FALSE,REPUBLICAN,REPUBLICAN,ADAM SNOW,,TOTAL,474,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT C - SPECIAL 2 YEAR,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY COMMISSION SEAT C - SPECIAL 2 YEAR,FALSE,,,UNDERVOTES,,TOTAL,27,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY ATTORNEY,FALSE,LIBERTARIAN,LIBERTARIAN,J ROBERT LATHAM,,TOTAL,110,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY ATTORNEY,FALSE,REPUBLICAN,REPUBLICAN,ERIC CLARKE,,TOTAL,449,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY ATTORNEY,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY ATTORNEY,FALSE,,,UNDERVOTES,,TOTAL,46,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY CLERK/AUDITOR,FALSE,REPUBLICAN,REPUBLICAN,SUSAN LEWIS,,TOTAL,493,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY CLERK/AUDITOR,TRUE,,,WRITE-IN TOTALS,,TOTAL,50,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY CLERK/AUDITOR,TRUE,,,WRITE-IN: PATRICIA KENT,,TOTAL,48,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY CLERK/AUDITOR,FALSE,,,NOT ASSIGNED,,TOTAL,2,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY CLERK/AUDITOR,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY CLERK/AUDITOR,FALSE,,,UNDERVOTES,,TOTAL,62,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY SHERIFF,FALSE,REPUBLICAN,REPUBLICAN,NATE BROOKSBY,,TOTAL,524,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY SHERIFF,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,COUNTY SHERIFF,FALSE,,,UNDERVOTES,,TOTAL,81,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,435,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,90,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,PAIGE PETERSEN JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,80,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,465,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,63,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,JEFFREY C WILCOX JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,77,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,447,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,64,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,TROY A LITTLE JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,94,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,K JAKE GRAFF JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,449,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,K JAKE GRAFF JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,62,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,K JAKE GRAFF JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,K JAKE GRAFF JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,94,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,KARLIN S MYERS JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,428,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,KARLIN S MYERS JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,75,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,KARLIN S MYERS JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,KARLIN S MYERS JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,102,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,DOUGLAS A WHITLOCK JUDICIAL RETENTION,FALSE,,,YES,,TOTAL,447,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,DOUGLAS A WHITLOCK JUDICIAL RETENTION,FALSE,,,NO,,TOTAL,69,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,DOUGLAS A WHITLOCK JUDICIAL RETENTION,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,DOUGLAS A WHITLOCK JUDICIAL RETENTION,FALSE,,,UNDERVOTES,,TOTAL,89,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,CONSTITUTIONAL AMENDMENT A,FALSE,,,FOR,,TOTAL,180,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,CONSTITUTIONAL AMENDMENT A,FALSE,,,AGAINST,,TOTAL,360,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,CONSTITUTIONAL AMENDMENT A,FALSE,,,OVERVOTES,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC02,,CONSTITUTIONAL AMENDMENT A,FALSE,,,UNDERVOTES,,TOTAL,65,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,REGISTERED VOTERS,FALSE,,,,,TOTAL,960,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,BALLOTS CAST,FALSE,,,,,TOTAL,634,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,BALLOTS CAST BLANK,FALSE,,,,,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,FALSE,INDEPENDENT,OTHER,EVAN MCMULLIN,SENATE,TOTAL,156,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,JAMES ARTHUR HANSEN,SENATE,TOTAL,11,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,MIKE LEE,SENATE,TOTAL,457,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,TOMMY WILLIAMS,SENATE,TOTAL,4,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,TRUE,,,WRITE-IN: LAIRD FETZER HAMBLIN,SENATE,TOTAL,1,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,TRUE,,,WRITE-IN: ABRAHAM KORB,SENATE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,TRUE,,,WRITE-IN: MICHAEL SEGUIN,SENATE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,FALSE,,,NOT ASSIGNED,SENATE,TOTAL,2,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,FALSE,,,OVERVOTES,SENATE,TOTAL,0,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,US SENATE,FALSE,,,UNDERVOTES,SENATE,TOTAL,3,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,002,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,NICK MITCHELL,HOUSE,TOTAL,101,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,002,US HOUSE,FALSE,UNITED UTAH PARTY,OTHER,JAYMAC MCFARLAND,HOUSE,TOTAL,12,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,002,US HOUSE,FALSE,CONSTITUTION PARTY,OTHER,CASSIE EASLEY,HOUSE,TOTAL,31,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,002,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CHRIS STEWART,HOUSE,TOTAL,482,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,002,US HOUSE,FALSE,,,OVERVOTES,HOUSE,TOTAL,1,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,002,US HOUSE,FALSE,,,UNDERVOTES,HOUSE,TOTAL,7,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,STATE TREASURER,FALSE,REPUBLICAN,REPUBLICAN,MARLO M OAKS,STATE,TOTAL,502,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,STATE TREASURER,FALSE,UNITED UTAH PARTY,OTHER,THOMAS ALAN HORNE,STATE,TOTAL,17,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,STATE TREASURER,FALSE,INDEPENDENT AMERICAN PARTY,OTHER,WARREN T ROGERS,STATE,TOTAL,29,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
SC03,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,45,WASHINGTON,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49053,WASHINGTON,49053,TRUE,1,FALSE
