state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,year
Utah,49021,Iron County,21571,5683,27876,15888.0,0.773819773281676,0.203867125843019,0.5699526474386569,2024
Utah,49023,Juab County,5671,734,6518,4937.0,0.8700521632402578,0.1126112304387849,0.7574409328014728,2024
Utah,49025,Kane County,3277,1137,4486,2140.0,0.7304948729380294,0.2534551939366919,0.4770396790013375,2024
Utah,49027,Millard County,5558,713,6385,4845.0,0.8704776820673453,0.1116679718089271,0.7588097102584181,2024
Utah,49029,Morgan County,5300,1256,6757,4044.0,0.7843717626165458,0.1858813082729021,0.5984904543436437,2024
Utah,49031,Piute County,854,94,963,760.0,0.8868120456905504,0.0976116303219107,0.7892004153686397,2024
Utah,49033,Rich County,1211,214,1447,997.0,0.8369039391845197,0.1478921907394609,0.6890117484450587,2024
Utah,49035,Salt Lake County,221555,273658,509492,-52103.0,0.4348547180328641,0.5371193267018913,-0.1022646086690272,2024
Utah,49037,San Juan County,3613,2581,6328,1032.0,0.5709544879898862,0.4078697850821745,0.1630847029077117,2024
Utah,49039,Sanpete County,10653,1906,12943,8747.0,0.8230703855365835,0.147261067758634,0.6758093177779495,2024
Utah,49041,Sevier County,9526,1236,10926,8290.0,0.8718652754896576,0.1131246567819879,0.7587406187076697,2024
Utah,49043,Summit County,10783,14612,25876,-3829.0,0.4167181944659143,0.56469315195548,-0.1479749574895656,2024
Utah,49045,Tooele County,23484,9560,33988,13924.0,0.6909497469695186,0.2812757443803695,0.409674002589149,2024
Utah,49047,Uintah County,13599,1952,15831,11647.0,0.8590108015918135,0.1233023814035752,0.7357084201882382,2024
Utah,49049,Utah County,203476,84937,297944,118539.0,0.6829337056628091,0.2850770614612142,0.3978566442015949,2024
Utah,49051,Wasatch County,11495,6459,18354,5036.0,0.6262939958592133,0.3519123896698267,0.2743816061893865,2024
Utah,49053,Washington County,73165,22327,97243,50838.0,0.7523934884773197,0.2296000740413191,0.5227934144360005,2024
Utah,49055,Wayne County,1238,381,1651,857.0,0.7498485766202302,0.2307692307692307,0.5190793458509995,2024
Utah,49057,Weber County,67549,41238,112017,26311.0,0.6030245409178964,0.3681405500950748,0.2348839908228215,2024
Washington,53001,Adams County,3767,1455,5345,2312.0,0.7047708138447147,0.2722170252572498,0.4325537885874649,2024
Washington,53003,Asotin County,7004,4082,11396,2922.0,0.6146016146016146,0.3581958581958582,0.2564057564057563,2024
Washington,53005,Benton County,59555,37662,99947,21893.0,0.5958658088787057,0.3768197144486578,0.2190460944300478,2024
Washington,53007,Chelan County,22363,18397,41893,3966.0,0.5338123314157497,0.4391425775189172,0.0946697538968324,2024
Washington,53009,Clallam County,21632,25440,48390,-3808.0,0.4470345112626576,0.5257284562926224,-0.0786939450299648,2024
Washington,53011,Clark County,123998,143206,274795,-19208.0,0.4512381957459196,0.5211375752833931,-0.0698993795374734,2024
Washington,53013,Columbia County,1737,661,2476,1076.0,0.7015347334410339,0.2669628432956381,0.4345718901453957,2024
Washington,53015,Cowlitz County,34580,22825,59020,11755.0,0.5859030837004405,0.3867333107421213,0.1991697729583192,2024
Washington,53017,Douglas County,13095,7410,21069,5685.0,0.6215292609995728,0.3517015520432863,0.2698277089562865,2024
Washington,53019,Ferry County,2667,1315,4096,1352.0,0.651123046875,0.321044921875,0.330078125,2024
Washington,53021,Franklin County,19086,11884,31739,7202.0,0.6013421972967012,0.3744289360093261,0.2269132612873751,2024
Washington,53023,Garfield County,973,330,1343,643.0,0.7244973938942666,0.2457185405807893,0.4787788533134773,2024
Washington,53025,Grant County,24326,10806,36069,13520.0,0.6744295655549086,0.2995924478083673,0.3748371177465413,2024
Washington,53027,Grays Harbor County,19432,17161,37638,2271.0,0.5162867314947659,0.4559487751740262,0.0603379563207396,2024
Washington,53029,Island County,20967,29595,52075,-8628.0,0.402630820931349,0.5683149303888623,-0.1656841094575132,2024
Washington,53031,Jefferson County,6324,17459,24572,-11135.0,0.2573661077649357,0.710524173856422,-0.4531580660914863,2024
Washington,53033,King County,252193,832606,1122881,-580413.0,0.224594591946965,0.741490861453707,-0.5168962695067421,2024
Washington,53035,Kitsap County,59080,91731,155893,-32651.0,0.3789778886800562,0.5884228284785077,-0.2094449397984514,2024
